House Vote #1 2020-01-07T18:55:00 - Call of the House
person,state,district,vote,name,party
412759,CA,48,Present,"Rep. Harley Rouda [D, 2019-2020]",Democrat
412760,CA,49,Present,"Rep. Mike Levin [D, 2019-2024]",Democrat
412761,CO,2,Present,"Rep. Joe Neguse [D, 2019-2024]",Democrat
412762,CO,6,Present,"Rep. Jason Crow [D, 2019-2024]",Democrat
412763,CT,5,Present,"Rep. Jahana Hayes [D, 2019-2024]",Democrat
412764,FL,6,Present,"Rep. Michael Waltz [R, 2019-2024]",Republican
412765,FL,15,Present,"Rep. Ross Spano [R, 2019-2020]",Republican
412766,FL,17,Present,"Rep. Gregory Steube [R, 2019-2024]",Republican
412767,FL,26,Present,"Rep. Debbie Mucarsel-Powell [D, 2019-2020]",Democrat
412768,FL,27,Present,"Rep. Donna Shalala [D, 2019-2020]",Democrat
412769,GA,6,Present,"Rep. Lucy McBath [D, 2019-2022]",Democrat
412771,IA,1,Present,"Rep. Abby Finkenauer [D, 2019-2020]",Democrat
412772,IA,3,Present,"Rep. Cynthia Axne [D, 2019-2022]",Democrat
412773,ID,1,Not Voting,"Rep. Russ Fulcher [R, 2019-2024]",Republican
412774,IL,4,Present,"Rep. Jesús “Chuy” García [D, 2019-2024]",Democrat
412775,IL,6,Present,"Rep. Sean Casten [D, 2019-2024]",Democrat
412776,IL,14,Present,"Rep. Lauren Underwood [D, 2019-2024]",Democrat
412777,IN,4,Present,"Rep. James Baird [R, 2019-2024]",Republican
412778,IN,6,Present,"Rep. Greg Pence [R, 2019-2024]",Republican
412779,KS,2,Present,"Rep. Steven Watkins [R, 2019-2020]",Republican
412780,KS,3,Present,"Rep. Sharice Davids [D, 2019-2024]",Democrat
412781,MA,3,Present,"Rep. Lori Trahan [D, 2019-2024]",Democrat
412782,MA,7,Present,"Rep. Ayanna Pressley [D, 2019-2024]",Democrat
412783,MD,6,Present,"Rep. David Trone [D, 2019-2024]",Democrat
412784,MI,8,Present,"Rep. Elissa Slotkin [D, 2019-2022]",Democrat
412785,MI,9,Present,"Rep. Andy Levin [D, 2019-2022]",Democrat
412786,MI,11,Present,"Rep. Haley Stevens [D, 2019-2024]",Democrat
412787,MI,13,Present,"Rep. Rashida Tlaib [D, 2019-2022]",Democrat
412788,MN,1,Present,"Rep. Jim Hagedorn [R, 2019-2022]",Republican
412789,MN,2,Present,"Rep. Angie Craig [D, 2019-2024]",Democrat
412790,MN,3,Present,"Rep. Dean Phillips [D, 2019-2024]",Democrat
412791,MN,5,Present,"Rep. Ilhan Omar [D, 2019-2024]",Democrat
412792,MN,8,Present,"Rep. Pete Stauber [R, 2019-2024]",Republican
412793,MS,3,Present,"Rep. Michael Guest [R, 2019-2024]",Republican
412794,ND,0,Present,"Rep. Kelly Armstrong [R, 2019-2024]",Republican
412795,NH,1,Present,"Rep. Chris Pappas [D, 2019-2024]",Democrat
412796,NJ,2,Present,"Rep. Jefferson Van Drew [R, 2019-2024]",Republican
412797,NJ,3,Present,"Rep. Andy Kim [D, 2019-2024]",Democrat
412798,NJ,7,Present,"Rep. Tom Malinowski [D, 2019-2022]",Democrat
412799,NJ,11,Present,"Rep. Mikie Sherrill [D, 2019-2024]",Democrat
412800,NM,1,Present,"Rep. Debra Haaland [D, 2019-2021]",Democrat
412801,NM,2,Present,"Rep. Xochitl Torres Small [D, 2019-2020]",Democrat
412802,NV,3,Present,"Rep. Susie Lee [D, 2019-2024]",Democrat
412803,NY,11,Present,"Rep. Max Rose [D, 2019-2020]",Democrat
412804,NY,14,Present,"Rep. Alexandria Ocasio-Cortez [D, 2019-2024]",Democrat
412805,NY,19,Present,"Rep. Antonio Delgado [D, 2019-2022]",Democrat
412806,NY,22,Present,"Rep. Anthony Brindisi [D, 2019-2020]",Democrat
412807,OH,16,Present,"Rep. Anthony Gonzalez [R, 2019-2022]",Republican
412808,OK,5,Present,"Rep. Kendra Horn [D, 2019-2020]",Democrat
412809,PA,4,Present,"Rep. Madeleine Dean [D, 2019-2024]",Democrat
412810,PA,6,Present,"Rep. Chrissy Houlahan [D, 2019-2024]",Democrat
412811,PA,9,Present,"Rep. Daniel Meuser [R, 2019-2024]",Republican
412812,PA,13,Present,"Rep. John Joyce [R, 2019-2024]",Republican
412813,PA,14,Present,"Rep. Guy Reschenthaler [R, 2019-2024]",Republican
412814,SC,1,Present,"Rep. Joe Cunningham [D, 2019-2020]",Democrat
412815,SC,4,Present,"Rep. William Timmons [R, 2019-2024]",Republican
412816,SD,0,Present,"Rep. Dusty Johnson [R, 2019-2024]",Republican
412817,TN,2,Present,"Rep. Tim Burchett [R, 2019-2024]",Republican
412818,TN,6,Present,"Rep. John W. Rose [R, 2019-2024]",Republican
412819,TN,7,Present,"Rep. Mark E. Green [R, 2019-2024]",Republican
412820,TX,2,Present,"Rep. Dan Crenshaw [R, 2019-2024]",Republican
412821,TX,3,Present,"Rep. Van Taylor [R, 2019-2022]",Republican
412822,TX,5,Present,"Rep. Lance Gooden [R, 2019-2024]",Republican
412823,TX,6,Present,"Rep. Ron Wright [R, 2019-2021]",Republican
412824,TX,7,Present,"Rep. Lizzie Fletcher [D, 2019-2024]",Democrat
412825,TX,16,Present,"Rep. Veronica Escobar [D, 2019-2024]",Democrat
412826,TX,21,Present,"Rep. Chip Roy [R, 2019-2024]",Republican
412827,TX,29,Present,"Rep. Sylvia Garcia [D, 2019-2024]",Democrat
412828,TX,32,Present,"Rep. Colin Allred [D, 2019-2024]",Democrat
412829,UT,4,Present,"Rep. Ben McAdams [D, 2019-2020]",Democrat
412830,VA,2,Not Voting,"Rep. Elaine Luria [D, 2019-2022]",Democrat
412831,VA,5,Present,"Rep. Denver Riggleman [R, 2019-2020]",Republican
412832,VA,6,Present,"Rep. Ben Cline [R, 2019-2024]",Republican
412833,VA,7,Present,"Rep. Abigail Spanberger [D, 2019-2024]",Democrat
412834,VA,10,Present,"Rep. Jennifer Wexton [D, 2019-2024]",Democrat
412835,WA,8,Present,"Rep. Kim Schrier [D, 2019-2024]",Democrat
412836,WI,1,Present,"Rep. Bryan Steil [R, 2019-2024]",Republican
412837,WV,3,Present,"Rep. Carol Miller [R, 2019-2022]",Republican
412842,ME,2,Present,"Rep. Jared Golden [D, 2019-2024]",Democrat
412843,PA,12,Present,"Rep. Fred Keller [R, 2019-2022]",Republican
412844,NC,9,Present,"Rep. Dan Bishop [R, 2019-2022]",Republican
412845,NC,3,Present,"Rep. Gregory Murphy [R, 2019-2024]",Republican
