House Vote #15 2023-01-06T13:46:00 - Election of the Speaker
person,state,district,vote,name,party
456927,NY,23,McCarthy,Rep. Nicholas Langworthy [R],Republican
456928,OH,1,Jeffries,Rep. Greg Landsman [D],Democrat
456929,OH,7,McCarthy,Rep. Max Miller [R],Republican
456930,OH,13,Jeffries,Rep. Emilia Sykes [D],Democrat
456931,OK,2,McCarthy,Rep. Josh Brecheen [R],Republican
456932,OR,4,Jeffries,Rep. Valerie Hoyle [D],Democrat
456933,OR,5,McCarthy,Rep. Lori Chavez-DeRemer [R],Republican
456934,OR,6,Jeffries,Rep. Andrea Salinas [D],Democrat
456935,PA,12,Jeffries,Rep. Summer Lee [D],Democrat
456936,PA,17,Jeffries,Rep. Chris Deluzio [D],Democrat
456937,RI,2,Jeffries,Rep. Seth Magaziner [D],Democrat
456938,SC,7,McCarthy,Rep. Russell Fry [R],Republican
456939,TN,5,McCarthy,Rep. Andrew Ogles [R],Republican
456940,TX,1,McCarthy,Rep. Nathaniel Moran [R],Republican
456941,TX,3,McCarthy,Rep. Keith Self [R],Republican
456942,TX,8,McCarthy,Rep. Morgan Luttrell [R],Republican
456943,TX,15,McCarthy,Rep. Mónica De La Cruz [R],Republican
456944,TX,30,Jeffries,Rep. Jasmine Crockett [D],Democrat
456945,TX,35,Jeffries,Rep. Gregorio Casar [D],Democrat
456946,TX,38,Not Voting,Rep. Wesley Hunt [R],Republican
456947,VA,2,McCarthy,Rep. Jennifer Kiggans [R],Republican
456948,VT,0,Jeffries,Rep. Becca Balint [D],Democrat
456949,WA,3,Jeffries,Rep. Marie Gluesenkamp Perez [D],Democrat
456950,WI,3,McCarthy,Rep. Derrick Van Orden [R],Republican
456951,WY,0,McCarthy,Rep. Harriet Hageman [R],Republican
