House Vote #2 2019-01-03T15:15:00 - Election of the Speaker
person,state,district,vote,name,party
400656,TX,24,McCarthy,"Rep. Kenny Marchant [R, 2005-2020]",Republican
400657,TX,28,Pelosi,"Rep. Henry Cuellar [D, 2005-2024]",Democrat
400659,WA,5,McCarthy,"Rep. Cathy Anne McMorris Rodgers [R, 2005-2024]",Republican
400661,WI,4,Pelosi,"Rep. Gwen Moore [D, 2005-2024]",Democrat
400663,CA,6,Pelosi,"Rep. Doris Matsui [D, 2013-2022]",Democrat
412186,NJ,8,Pelosi,"Rep. Albio Sires [D, 2013-2022]",Democrat
412189,CA,9,Pelosi,"Rep. Jerry McNerney [D, 2013-2022]",Democrat
412190,CA,23,McCarthy,"Rep. Kevin McCarthy [R, 2013-2022]",Republican
412191,CO,5,McCarthy,"Rep. Doug Lamborn [R, 2007-2024]",Republican
412192,CO,7,Pelosi,"Rep. Ed Perlmutter [D, 2007-2022]",Democrat
412193,CT,2,Pelosi,"Rep. Joe Courtney [D, 2007-2024]",Democrat
412195,FL,14,Pelosi,"Rep. Kathy Castor [D, 2013-2024]",Democrat
412196,FL,16,McCarthy,"Rep. Vern Buchanan [R, 2013-2024]",Republican
412199,GA,4,Pelosi,"Rep. Henry C. “Hank” Johnson [D, 2007-2024]",Democrat
412209,IA,2,Pelosi,"Rep. David Loebsack [D, 2007-2020]",Democrat
412211,KY,3,Pelosi,"Rep. John Yarmuth [D, 2007-2022]",Democrat
412212,MD,3,Pelosi,"Rep. John Sarbanes [D, 2007-2024]",Democrat
412213,MI,7,McCarthy,"Rep. Tim Walberg [R, 2011-2022]",Republican
412217,NE,3,McCarthy,"Rep. Adrian Smith [R, 2007-2024]",Republican
412221,NY,9,Pelosi,"Rep. Yvette Clarke [D, 2013-2024]",Democrat
412226,OH,4,McCarthy,"Rep. Jim Jordan [R, 2007-2024]",Republican
412236,TN,9,Pelosi,"Rep. Steve Cohen [D, 2007-2024]",Democrat
412239,VT,0,Pelosi,"Rep. Peter Welch [D, 2007-2022]",Democrat
412250,FL,12,McCarthy,"Rep. Gus Bilirakis [R, 2013-2024]",Republican
412255,VA,1,McCarthy,"Rep. Robert Wittman [R, 2007-2024]",Republican
412256,OH,5,McCarthy,"Rep. Robert Latta [R, 2007-2024]",Republican
412257,IL,11,Pelosi,"Rep. Bill Foster [D, 2013-2024]",Democrat
412258,IN,7,Pelosi,"Rep. André Carson [D, 2008-2024]",Democrat
412259,CA,14,Pelosi,"Rep. Jackie Speier [D, 2013-2022]",Democrat
412261,LA,1,McCarthy,"Rep. Steve Scalise [R, 2008-2024]",Republican
412272,VA,11,Pelosi,"Rep. Gerald Connolly [D, 2009-2024]",Democrat
412278,KY,2,McCarthy,"Rep. Brett Guthrie [R, 2009-2024]",Republican
412282,CT,4,Pelosi,"Rep. James “Jim” Himes [D, 2009-2024]",Democrat
412283,CA,50,McCarthy,"Rep. Duncan D. Hunter [R, 2013-2020]",Republican
412286,AZ,2,Pelosi,"Rep. Ann Kirkpatrick [D, 2019-2022]",Democrat
412292,MO,3,McCarthy,"Rep. Blaine Luetkemeyer [R, 2013-2024]",Republican
412293,NM,3,Pelosi,"Rep. Ben Ray Luján [D, 2009-2020]",Democrat
412295,CA,4,McCarthy,"Rep. Tom McClintock [R, 2009-2022]",Republican
412302,TX,22,McCarthy,"Rep. Pete Olson [R, 2009-2020]",Republican
412307,ME,1,Pelosi,"Rep. Chellie Pingree [D, 2009-2024]",Democrat
412309,FL,8,McCarthy,"Rep. Bill Posey [R, 2013-2024]",Republican
412310,TN,1,McCarthy,"Rep. David “Phil” Roe [R, 2009-2020]",Republican
412315,OR,5,Fudge,"Rep. Kurt Schrader [D, 2009-2022]",Democrat
412317,PA,15,McCarthy,"Rep. Glenn Thompson [R, 2019-2024]",Republican
412318,NV,1,Pelosi,"Rep. Dina Titus [D, 2013-2024]",Democrat
412319,NY,20,Pelosi,"Rep. Paul Tonko [D, 2013-2024]",Democrat
412327,OH,11,Pelosi,"Rep. Marcia Fudge [D, 2008-2021]",Democrat
412331,IL,5,Pelosi,"Rep. Mike Quigley [D, 2009-2024]",Democrat
412379,CA,27,Pelosi,"Rep. Judy Chu [D, 2013-2022]",Democrat
412382,CA,3,Pelosi,"Rep. John Garamendi [D, 2013-2022]",Democrat
412385,FL,22,Pelosi,"Rep. Theodore “Ted” Deutch [D, 2017-2022]",Democrat
412388,GA,14,McCarthy,"Rep. Tom Graves [R, 2013-2020]",Republican
412393,NY,23,McCarthy,"Rep. Tom Reed [R, 2013-2022]",Republican
412394,AL,2,McCarthy,"Rep. Martha Roby [R, 2011-2020]",Republican
412395,AL,5,McCarthy,"Rep. Mo Brooks [R, 2011-2022]",Republican
412396,AL,7,Pelosi,"Rep. Terri Sewell [D, 2011-2024]",Democrat
412397,AZ,4,Jordan,"Rep. Paul Gosar [R, 2013-2022]",Republican
412399,AZ,6,McCarthy,"Rep. David Schweikert [R, 2013-2022]",Republican
412400,AR,1,McCarthy,"Rep. Eric “Rick” Crawford [R, 2011-2024]",Republican
412402,AR,3,McCarthy,"Rep. Steve Womack [R, 2011-2024]",Republican
412404,CA,37,Pelosi,"Rep. Karen Bass [D, 2013-2022]",Democrat
412405,CO,3,McCarthy,"Rep. Scott Tipton [R, 2011-2020]",Republican
412410,FL,11,McCarthy,"Rep. Daniel Webster [R, 2017-2024]",Republican
412412,FL,24,Pelosi,"Rep. Frederica Wilson [D, 2013-2024]",Democrat
412416,GA,7,McCarthy,"Rep. Rob Woodall [R, 2011-2020]",Republican
412417,GA,8,McCarthy,"Rep. Austin Scott [R, 2011-2024]",Republican
412421,IL,16,McCarthy,"Rep. Adam Kinzinger [R, 2013-2022]",Republican
412427,IN,8,McCarthy,"Rep. Larry Bucshon [R, 2011-2024]",Republican
412432,LA,2,Pelosi,"Rep. Cedric Richmond [D, 2011-2021]",Democrat
412434,MD,1,McCarthy,"Rep. Andy Harris [R, 2011-2024]",Republican
412435,MA,9,Pelosi,"Rep. William R. Keating [D, 2013-2024]",Democrat
412437,MI,2,McCarthy,"Rep. Bill Huizenga [R, 2011-2022]",Republican
412438,MI,3,Massie,"Rep. Justin Amash [L, 2011-2020]",Republican
412443,MS,4,McCarthy,"Rep. Steven Palazzo [R, 2011-2022]",Republican
412444,MO,4,McCarthy,"Rep. Vicky Hartzler [R, 2011-2022]",Republican
412445,MO,7,McCarthy,"Rep. Billy Long [R, 2011-2022]",Republican
412460,OH,6,McCarthy,"Rep. Bill Johnson [R, 2011-2024]",Republican
412461,OH,15,McCarthy,"Rep. Steve Stivers [R, 2011-2021]",Republican
412463,OH,7,McCarthy,"Rep. Bob Gibbs [R, 2013-2022]",Republican
412465,PA,16,McCarthy,"Rep. Mike Kelly [R, 2019-2024]",Republican
412468,PA,12,McCarthy,"Rep. Tom Marino [R, 2019-2019]",Republican
412470,RI,1,Pelosi,"Rep. David Cicilline [D, 2011-2023]",Democrat
412472,SC,3,McCarthy,"Rep. Jeff Duncan [R, 2011-2024]",Republican
412476,TN,3,McCarthy,"Rep. Charles “Chuck” Fleischmann [R, 2011-2024]",Republican
412477,TN,4,McCarthy,"Rep. Scott DesJarlais [R, 2011-2024]",Republican
412480,TX,17,McCarthy,"Rep. Bill Flores [R, 2011-2020]",Republican
412485,VA,9,McCarthy,"Rep. Morgan Griffith [R, 2011-2024]",Republican
412486,WA,3,McCarthy,"Rep. Jaime Herrera Beutler [R, 2011-2022]",Republican
412487,WV,1,McCarthy,"Rep. David McKinley [R, 2011-2022]",Republican
412488,WI,7,McCarthy,"Rep. Sean Duffy [R, 2011-2019]",Republican
412500,NV,2,McCarthy,"Rep. Mark Amodei [R, 2011-2024]",Republican
412501,OR,1,Pelosi,"Rep. Suzanne Bonamici [D, 2012-2024]",Democrat
412503,KY,4,Jordan,"Rep. Thomas Massie [R, 2012-2024]",Republican
412505,WA,1,Pelosi,"Rep. Suzan DelBene [D, 2012-2024]",Democrat
412506,NJ,10,Pelosi,"Rep. Donald Payne Jr. [D, 2012-2024]",Democrat
412510,CA,1,McCarthy,"Rep. Doug LaMalfa [R, 2013-2024]",Republican
412511,CA,2,Pelosi,"Rep. Jared Huffman [D, 2013-2024]",Democrat
412512,CA,7,Pelosi,"Rep. Ami Bera [D, 2013-2022]",Democrat
412513,CA,8,McCarthy,"Rep. Paul Cook [R, 2013-2020]",Republican
412514,CA,15,Pelosi,"Rep. Eric Swalwell [D, 2013-2022]",Democrat
412516,CA,26,Pelosi,"Rep. Julia Brownley [D, 2013-2024]",Democrat
412517,CA,29,Pelosi,"Rep. Tony Cárdenas [D, 2013-2024]",Democrat
412519,CA,36,Pelosi,"Rep. Raul Ruiz [D, 2013-2022]",Democrat
412520,CA,41,Pelosi,"Rep. Mark Takano [D, 2013-2022]",Democrat
412521,CA,47,Pelosi,"Rep. Alan Lowenthal [D, 2013-2022]",Democrat
412522,CA,51,Pelosi,"Rep. Juan Vargas [D, 2013-2022]",Democrat
412523,CA,52,Pelosi,"Rep. Scott Peters [D, 2013-2022]",Democrat
412525,FL,3,McCarthy,"Rep. Ted Yoho [R, 2013-2020]",Republican
412529,FL,21,Pelosi,"Rep. Lois Frankel [D, 2017-2022]",Democrat
412531,GA,9,McCarthy,"Rep. Doug Collins [R, 2013-2020]",Republican
412532,HI,2,Pelosi,"Rep. Tulsi Gabbard [D, 2013-2020]",Democrat
412534,IL,10,Pelosi,"Rep. Bradley “Brad” Schneider [D, 2017-2024]",Democrat
412536,IL,13,McCarthy,"Rep. Rodney Davis [R, 2013-2022]",Republican
412537,IL,17,Pelosi,"Rep. Cheri Bustos [D, 2013-2022]",Democrat
412538,IN,2,McCarthy,"Rep. Jackie Walorski [R, 2013-2022]",Republican
412539,IN,5,McCarthy,"Rep. Susan Brooks [R, 2013-2020]",Republican
412541,KY,6,McCarthy,"Rep. Garland “Andy” Barr [R, 2013-2024]",Republican
412543,MA,4,Pelosi,"Rep. Joseph P. Kennedy [D, 2013-2020]",Democrat
412546,MI,5,Pelosi,"Rep. Daniel Kildee [D, 2013-2022]",Democrat
412548,MO,2,McCarthy,"Rep. Ann Wagner [R, 2013-2024]",Republican
412550,NC,8,McCarthy,"Rep. Richard Hudson [R, 2013-2022]",Republican
412552,NC,11,McCarthy,"Rep. Mark Meadows [R, 2013-2020]",Republican
412553,NC,2,McCarthy,"Rep. George Holding [R, 2017-2020]",Republican
412557,NH,2,Pelosi,"Rep. Ann Kuster [D, 2013-2024]",Democrat
412559,NV,4,Pelosi,"Rep. Steven Horsford [D, 2019-2024]",Democrat
412560,NY,6,Pelosi,"Rep. Grace Meng [D, 2013-2024]",Democrat
412561,NY,8,Pelosi,"Rep. Hakeem Jeffries [D, 2013-2024]",Democrat
412562,NY,18,Pelosi,"Rep. Sean Maloney [D, 2013-2022]",Democrat
412563,NY,27,McCarthy,"Rep. Chris Collins [R, 2013-2019]",Republican
412564,OH,2,McCarthy,"Rep. Brad Wenstrup [R, 2013-2024]",Republican
412565,OH,3,Pelosi,"Rep. Joyce Beatty [D, 2013-2024]",Democrat
412566,OH,14,McCarthy,"Rep. David Joyce [R, 2013-2024]",Republican
412568,OK,2,McCarthy,"Rep. Markwayne Mullin [R, 2013-2022]",Republican
412569,PA,10,Jordan,"Rep. Scott Perry [R, 2019-2024]",Republican
412571,PA,8,Pelosi,"Rep. Matthew “Matt” Cartwright [D, 2019-2024]",Democrat
412572,SC,7,McCarthy,"Rep. Tom Rice [R, 2013-2022]",Republican
412574,TX,14,McCarthy,"Rep. Randy Weber [R, 2013-2024]",Republican
412576,TX,20,Pelosi,"Rep. Joaquin Castro [D, 2013-2024]",Democrat
412578,TX,25,McCarthy,"Rep. Roger Williams [R, 2013-2024]",Republican
412579,TX,33,Pelosi,"Rep. Marc Veasey [D, 2013-2024]",Democrat
412580,TX,34,Pelosi,"Rep. Filemon Vela [D, 2013-2022]",Democrat
412581,UT,2,McCarthy,"Rep. Chris Stewart [R, 2013-2023]",Republican
412583,WA,6,Pelosi,"Rep. Derek Kilmer [D, 2013-2024]",Democrat
412584,WA,10,Pelosi,"Rep. Denny Heck [D, 2013-2020]",Democrat
412585,WI,2,Pelosi,"Rep. Mark Pocan [D, 2013-2024]",Democrat
412595,IL,2,Pelosi,"Rep. Robin Kelly [D, 2013-2024]",Democrat
412596,MO,8,McCarthy,"Rep. Jason Smith [R, 2013-2024]",Republican
412600,MA,5,Pelosi,"Rep. Katherine Clark [D, 2013-2024]",Democrat
412601,AL,1,McCarthy,"Rep. Bradley Byrne [R, 2014-2020]",Republican
412606,NJ,1,Pelosi,"Rep. Donald Norcross [D, 2014-2024]",Democrat
412607,NC,12,Pelosi,"Rep. Alma Adams [D, 2014-2024]",Democrat
412608,AL,6,McCarthy,"Rep. Gary Palmer [R, 2015-2024]",Republican
412609,AR,2,McCarthy,"Rep. French Hill [R, 2015-2024]",Republican
412610,AR,4,McCarthy,"Rep. Bruce Westerman [R, 2015-2024]",Republican
412612,AZ,7,Pelosi,"Rep. Ruben Gallego [D, 2015-2022]",Democrat
412613,CA,11,Pelosi,"Rep. Mark DeSaulnier [D, 2015-2022]",Democrat
412615,CA,31,Pelosi,"Rep. Pete Aguilar [D, 2015-2022]",Democrat
412616,CA,33,Pelosi,"Rep. Ted Lieu [D, 2015-2022]",Democrat
412617,CA,35,Pelosi,"Rep. Norma Torres [D, 2015-2024]",Democrat
412619,CO,4,McCarthy,"Rep. Ken Buck [R, 2015-2024]",Republican
412622,GA,1,McCarthy,"Rep. Earl “Buddy” Carter [R, 2015-2024]",Republican
412623,GA,10,Jordan,"Rep. Jody Hice [R, 2015-2022]",Republican
412624,GA,11,McCarthy,"Rep. Barry Loudermilk [R, 2015-2024]",Republican
412625,GA,12,McCarthy,"Rep. Rick Allen [R, 2015-2024]",Republican
412629,IL,12,McCarthy,"Rep. Mike Bost [R, 2015-2024]",Republican
412630,LA,5,McCarthy,"Rep. Ralph Abraham [R, 2015-2020]",Republican
412631,LA,6,McCarthy,"Rep. Garret Graves [R, 2015-2024]",Republican
412632,MA,6,Pelosi,"Rep. Seth Moulton [D, 2015-2024]",Democrat
412634,MI,4,McCarthy,"Rep. John Moolenaar [R, 2015-2022]",Republican
412637,MI,12,Pelosi,"Rep. Debbie Dingell [D, 2015-2022]",Democrat
412638,MI,14,Pelosi,"Rep. Brenda Lawrence [D, 2015-2022]",Democrat
412639,MN,6,McCarthy,"Rep. Tom Emmer [R, 2015-2024]",Republican
412641,NC,7,McCarthy,"Rep. David Rouzer [R, 2015-2024]",Republican
412644,NJ,12,Pelosi,"Rep. Bonnie Watson Coleman [D, 2015-2024]",Democrat
412646,NY,1,McCarthy,"Rep. Lee Zeldin [R, 2015-2022]",Republican
412647,NY,4,Stacey Abrams,"Rep. Kathleen Rice [D, 2015-2022]",Democrat
412648,NY,21,McCarthy,"Rep. Elise Stefanik [R, 2015-2024]",Republican
412649,NY,24,McCarthy,"Rep. John Katko [R, 2015-2022]",Republican
412652,PA,2,Pelosi,"Rep. Brendan Boyle [D, 2019-2024]",Democrat
412653,TX,4,McCarthy,"Rep. John Ratcliffe [R, 2015-2020]",Republican
412654,TX,23,McCarthy,"Rep. Will Hurd [R, 2015-2020]",Republican
412655,TX,36,McCarthy,"Rep. Brian Babin [R, 2015-2024]",Republican
412657,VA,8,Pelosi,"Rep. Donald Beyer [D, 2015-2024]",Democrat
412660,WA,4,McCarthy,"Rep. Dan Newhouse [R, 2015-2024]",Republican
412661,WI,6,McCarthy,"Rep. Glenn Grothman [R, 2015-2024]",Republican
412662,WV,2,McCarthy,"Rep. Alexander Mooney [R, 2015-2024]",Republican
412670,NC,6,McCarthy,"Rep. Mark Walker [R, 2015-2020]",Republican
412673,MS,1,McCarthy,"Rep. Trent Kelly [R, 2015-2024]",Republican
412674,IL,18,McCarthy,"Rep. Darin LaHood [R, 2015-2022]",Republican
412675,OH,8,McCarthy,"Rep. Warren Davidson [R, 2016-2024]",Republican
412676,KY,1,McCarthy,"Rep. James Comer [R, 2016-2024]",Republican
412677,PA,3,Pelosi,"Rep. Dwight Evans [D, 2019-2024]",Democrat
412682,AZ,1,Pelosi,"Rep. Tom O’Halleran [D, 2017-2022]",Democrat
412683,AZ,5,Jordan,"Rep. Andy Biggs [R, 2017-2024]",Republican
412684,CA,17,Pelosi,"Rep. Ro Khanna [D, 2017-2024]",Democrat
412685,CA,20,Pelosi,"Rep. Jimmy Panetta [D, 2017-2022]",Democrat
412686,CA,24,Pelosi,"Rep. Salud Carbajal [D, 2017-2024]",Democrat
412687,CA,44,Pelosi,"Rep. Nanette Barragán [D, 2017-2024]",Democrat
412688,CA,46,Pelosi,"Rep. Luis Correa [D, 2017-2024]",Democrat
412689,DE,0,Pelosi,"Rep. Lisa Blunt Rochester [D, 2017-2024]",Democrat
412690,FL,1,McCarthy,"Rep. Matt Gaetz [R, 2017-2024]",Republican
412691,FL,2,McCarthy,"Rep. Neal Dunn [R, 2017-2024]",Republican
412692,FL,4,McCarthy,"Rep. John Rutherford [R, 2017-2022]",Republican
412693,FL,5,Pelosi,"Rep. Al Lawson [D, 2017-2022]",Democrat
412694,FL,7,Pelosi,"Rep. Stephanie Murphy [D, 2017-2022]",Democrat
412695,FL,9,Pelosi,"Rep. Darren Soto [D, 2017-2024]",Democrat
412696,FL,10,Pelosi,"Rep. Val Demings [D, 2017-2022]",Democrat
412697,FL,13,Pelosi,"Rep. Charlie Crist [D, 2017-2022]",Democrat
412698,FL,18,McCarthy,"Rep. Brian Mast [R, 2017-2022]",Republican
412699,FL,19,McCarthy,"Rep. Francis Rooney [R, 2017-2020]",Republican
412700,GA,3,McCarthy,"Rep. Drew Ferguson [R, 2017-2024]",Republican
412701,IL,8,Pelosi,"Rep. Raja Krishnamoorthi [D, 2017-2024]",Democrat
412702,IN,3,McCarthy,"Rep. Jim Banks [R, 2017-2024]",Republican
412703,IN,9,McCarthy,"Rep. Trey Hollingsworth [R, 2017-2022]",Republican
412704,KS,1,McCarthy,"Rep. Roger Marshall [R, 2017-2020]",Republican
412705,LA,3,McCarthy,"Rep. Clay Higgins [R, 2017-2024]",Republican
412706,LA,4,McCarthy,"Rep. Mike Johnson [R, 2017-2024]",Republican
412707,MD,4,Pelosi,"Rep. Anthony Brown [D, 2017-2022]",Democrat
412708,MD,8,Pelosi,"Rep. Jamie Raskin [D, 2017-2024]",Democrat
412709,MI,1,McCarthy,"Rep. Jack Bergman [R, 2017-2024]",Republican
412710,MI,10,McCarthy,"Rep. Paul Mitchell [I, 2017-2020]",Republican
412712,NC,13,McCarthy,"Rep. Ted Budd [R, 2017-2022]",Republican
412713,NE,2,McCarthy,"Rep. Don Bacon [R, 2017-2024]",Republican
412714,NJ,5,Pelosi,"Rep. Josh Gottheimer [D, 2017-2024]",Democrat
412717,NY,3,Pelosi,"Rep. Thomas Suozzi [D, 2017-2022]",Democrat
412718,NY,13,Pelosi,"Rep. Adriano Espaillat [D, 2017-2024]",Democrat
412721,PA,1,McCarthy,"Rep. Brian Fitzpatrick [R, 2019-2024]",Republican
412722,PA,11,McCarthy,"Rep. Lloyd Smucker [R, 2019-2024]",Republican
