House Vote #601 2019-10-30T17:54:00 - On Motion to Recommit with Instructions: H.R. 1373: Grand Canyon Centennial Protection Act
person,state,district,vote,name,party
412755,CA,21,No,"Rep. TJ Cox [D, 2019-2020]",Democrat
412756,CA,25,Not Voting,"Rep. Katie Hill [D, 2019-2019]",Democrat
412757,CA,39,No,"Rep. Gilbert Cisneros [D, 2019-2020]",Democrat
412758,CA,45,No,"Rep. Katie Porter [D, 2019-2022]",Democrat
412759,CA,48,No,"Rep. Harley Rouda [D, 2019-2020]",Democrat
412760,CA,49,No,"Rep. Mike Levin [D, 2019-2024]",Democrat
412761,CO,2,No,"Rep. Joe Neguse [D, 2019-2024]",Democrat
412762,CO,6,No,"Rep. Jason Crow [D, 2019-2024]",Democrat
412763,CT,5,No,"Rep. Jahana Hayes [D, 2019-2024]",Democrat
412764,FL,6,Aye,"Rep. Michael Waltz [R, 2019-2024]",Republican
412765,FL,15,Aye,"Rep. Ross Spano [R, 2019-2020]",Republican
412766,FL,17,Aye,"Rep. Gregory Steube [R, 2019-2024]",Republican
412767,FL,26,No,"Rep. Debbie Mucarsel-Powell [D, 2019-2020]",Democrat
412768,FL,27,No,"Rep. Donna Shalala [D, 2019-2020]",Democrat
412769,GA,6,No,"Rep. Lucy McBath [D, 2019-2022]",Democrat
412771,IA,1,No,"Rep. Abby Finkenauer [D, 2019-2020]",Democrat
412772,IA,3,No,"Rep. Cynthia Axne [D, 2019-2022]",Democrat
412773,ID,1,Aye,"Rep. Russ Fulcher [R, 2019-2024]",Republican
412774,IL,4,No,"Rep. Jesús “Chuy” García [D, 2019-2024]",Democrat
412775,IL,6,No,"Rep. Sean Casten [D, 2019-2024]",Democrat
412776,IL,14,No,"Rep. Lauren Underwood [D, 2019-2024]",Democrat
412777,IN,4,Aye,"Rep. James Baird [R, 2019-2024]",Republican
412778,IN,6,Aye,"Rep. Greg Pence [R, 2019-2024]",Republican
412779,KS,2,Aye,"Rep. Steven Watkins [R, 2019-2020]",Republican
412780,KS,3,No,"Rep. Sharice Davids [D, 2019-2024]",Democrat
412781,MA,3,No,"Rep. Lori Trahan [D, 2019-2024]",Democrat
412782,MA,7,No,"Rep. Ayanna Pressley [D, 2019-2024]",Democrat
412783,MD,6,No,"Rep. David Trone [D, 2019-2024]",Democrat
412784,MI,8,No,"Rep. Elissa Slotkin [D, 2019-2022]",Democrat
412785,MI,9,No,"Rep. Andy Levin [D, 2019-2022]",Democrat
412786,MI,11,No,"Rep. Haley Stevens [D, 2019-2024]",Democrat
412787,MI,13,No,"Rep. Rashida Tlaib [D, 2019-2022]",Democrat
412788,MN,1,Aye,"Rep. Jim Hagedorn [R, 2019-2022]",Republican
412789,MN,2,No,"Rep. Angie Craig [D, 2019-2024]",Democrat
412790,MN,3,No,"Rep. Dean Phillips [D, 2019-2024]",Democrat
412791,MN,5,No,"Rep. Ilhan Omar [D, 2019-2024]",Democrat
412792,MN,8,Aye,"Rep. Pete Stauber [R, 2019-2024]",Republican
412793,MS,3,Aye,"Rep. Michael Guest [R, 2019-2024]",Republican
412794,ND,0,Aye,"Rep. Kelly Armstrong [R, 2019-2024]",Republican
412795,NH,1,No,"Rep. Chris Pappas [D, 2019-2024]",Democrat
412796,NJ,2,No,"Rep. Jefferson Van Drew [R, 2019-2024]",Democrat
412797,NJ,3,No,"Rep. Andy Kim [D, 2019-2024]",Democrat
412798,NJ,7,No,"Rep. Tom Malinowski [D, 2019-2022]",Democrat
412799,NJ,11,No,"Rep. Mikie Sherrill [D, 2019-2024]",Democrat
412800,NM,1,No,"Rep. Debra Haaland [D, 2019-2021]",Democrat
412801,NM,2,No,"Rep. Xochitl Torres Small [D, 2019-2020]",Democrat
412802,NV,3,No,"Rep. Susie Lee [D, 2019-2024]",Democrat
412803,NY,11,No,"Rep. Max Rose [D, 2019-2020]",Democrat
412804,NY,14,No,"Rep. Alexandria Ocasio-Cortez [D, 2019-2024]",Democrat
412805,NY,19,No,"Rep. Antonio Delgado [D, 2019-2022]",Democrat
412806,NY,22,Aye,"Rep. Anthony Brindisi [D, 2019-2020]",Democrat
412807,OH,16,Aye,"Rep. Anthony Gonzalez [R, 2019-2022]",Republican
412808,OK,5,Aye,"Rep. Kendra Horn [D, 2019-2020]",Democrat
412809,PA,4,No,"Rep. Madeleine Dean [D, 2019-2024]",Democrat
412810,PA,6,No,"Rep. Chrissy Houlahan [D, 2019-2024]",Democrat
412811,PA,9,Aye,"Rep. Daniel Meuser [R, 2019-2024]",Republican
412812,PA,13,Aye,"Rep. John Joyce [R, 2019-2024]",Republican
412813,PA,14,Aye,"Rep. Guy Reschenthaler [R, 2019-2024]",Republican
412814,SC,1,No,"Rep. Joe Cunningham [D, 2019-2020]",Democrat
412815,SC,4,Not Voting,"Rep. William Timmons [R, 2019-2024]",Republican
412816,SD,0,Aye,"Rep. Dusty Johnson [R, 2019-2024]",Republican
412817,TN,2,Aye,"Rep. Tim Burchett [R, 2019-2024]",Republican
412818,TN,6,Not Voting,"Rep. John W. Rose [R, 2019-2024]",Republican
412819,TN,7,Aye,"Rep. Mark E. Green [R, 2019-2024]",Republican
412820,TX,2,Aye,"Rep. Dan Crenshaw [R, 2019-2024]",Republican
412821,TX,3,Aye,"Rep. Van Taylor [R, 2019-2022]",Republican
412822,TX,5,Aye,"Rep. Lance Gooden [R, 2019-2024]",Republican
412823,TX,6,Aye,"Rep. Ron Wright [R, 2019-2021]",Republican
412824,TX,7,No,"Rep. Lizzie Fletcher [D, 2019-2024]",Democrat
412825,TX,16,No,"Rep. Veronica Escobar [D, 2019-2024]",Democrat
412826,TX,21,Aye,"Rep. Chip Roy [R, 2019-2024]",Republican
412827,TX,29,No,"Rep. Sylvia Garcia [D, 2019-2024]",Democrat
412828,TX,32,No,"Rep. Colin Allred [D, 2019-2024]",Democrat
412829,UT,4,Aye,"Rep. Ben McAdams [D, 2019-2020]",Democrat
412830,VA,2,No,"Rep. Elaine Luria [D, 2019-2022]",Democrat
412831,VA,5,Aye,"Rep. Denver Riggleman [R, 2019-2020]",Republican
412832,VA,6,Aye,"Rep. Ben Cline [R, 2019-2024]",Republican
412833,VA,7,No,"Rep. Abigail Spanberger [D, 2019-2024]",Democrat
412834,VA,10,No,"Rep. Jennifer Wexton [D, 2019-2024]",Democrat
412835,WA,8,No,"Rep. Kim Schrier [D, 2019-2024]",Democrat
412836,WI,1,Aye,"Rep. Bryan Steil [R, 2019-2024]",Republican
412837,WV,3,Aye,"Rep. Carol Miller [R, 2019-2022]",Republican
412842,ME,2,No,"Rep. Jared Golden [D, 2019-2024]",Democrat
412843,PA,12,Aye,"Rep. Fred Keller [R, 2019-2022]",Republican
412844,NC,9,Aye,"Rep. Dan Bishop [R, 2019-2022]",Republican
412845,NC,3,Aye,"Rep. Gregory Murphy [R, 2019-2024]",Republican
