House Vote #273 2019-06-12T23:40:00 - H.Amdt. 289 (Foster) to H.R. 2740: To increase the Biomedical Advanced Research and Development Authority account by $1,000,000 to support increased R&D for biosecurity.
person,state,district,vote,name,party
412728,VA,4,Aye,"Rep. Donald McEachin [D, 2017-2022]",Democrat
412730,WA,7,Aye,"Rep. Pramila Jayapal [D, 2017-2024]",Democrat
412731,WI,8,No,"Rep. Mike Gallagher [R, 2017-2024]",Republican
412732,WY,0,No,"Rep. Liz Cheney [R, 2017-2022]",Republican
412735,KS,4,No,"Rep. Ron Estes [R, 2017-2024]",Republican
412736,MT,0,Not Voting,"Rep. Greg Gianforte [R, 2017-2020]",Republican
412738,SC,5,No,"Rep. Ralph Norman [R, 2017-2024]",Republican
412739,CA,34,Aye,"Rep. Jimmy Gomez [D, 2017-2024]",Democrat
412740,UT,3,Aye,"Rep. John Curtis [R, 2017-2024]",Republican
412744,PA,17,Aye,"Rep. Conor Lamb [D, 2019-2022]",Democrat
412745,AZ,8,Aye,"Rep. Debbie Lesko [R, 2018-2024]",Republican
412746,TX,27,Aye,"Rep. Michael Cloud [R, 2018-2024]",Republican
412747,OH,12,Aye,"Rep. Troy Balderson [R, 2018-2024]",Republican
412748,OK,1,Aye,"Rep. Kevin Hern [R, 2018-2024]",Republican
412749,NY,25,Aye,"Rep. Joseph Morelle [D, 2018-2024]",Democrat
412750,PA,5,Aye,"Rep. Mary Gay Scanlon [D, 2019-2024]",Democrat
412751,PA,7,Aye,"Rep. Susan Wild [D, 2019-2024]",Democrat
412753,AZ,9,Aye,"Rep. Greg Stanton [D, 2019-2022]",Democrat
412754,CA,10,Aye,"Rep. Josh Harder [D, 2019-2022]",Democrat
412755,CA,21,Aye,"Rep. TJ Cox [D, 2019-2020]",Democrat
412756,CA,25,Aye,"Rep. Katie Hill [D, 2019-2019]",Democrat
412757,CA,39,Aye,"Rep. Gilbert Cisneros [D, 2019-2020]",Democrat
412758,CA,45,Aye,"Rep. Katie Porter [D, 2019-2022]",Democrat
412759,CA,48,Aye,"Rep. Harley Rouda [D, 2019-2020]",Democrat
412760,CA,49,Aye,"Rep. Mike Levin [D, 2019-2024]",Democrat
412761,CO,2,Aye,"Rep. Joe Neguse [D, 2019-2024]",Democrat
412762,CO,6,Aye,"Rep. Jason Crow [D, 2019-2024]",Democrat
412763,CT,5,Aye,"Rep. Jahana Hayes [D, 2019-2024]",Democrat
412764,FL,6,Aye,"Rep. Michael Waltz [R, 2019-2024]",Republican
412765,FL,15,Aye,"Rep. Ross Spano [R, 2019-2020]",Republican
412766,FL,17,No,"Rep. Gregory Steube [R, 2019-2024]",Republican
412767,FL,26,Aye,"Rep. Debbie Mucarsel-Powell [D, 2019-2020]",Democrat
412768,FL,27,Aye,"Rep. Donna Shalala [D, 2019-2020]",Democrat
412769,GA,6,Aye,"Rep. Lucy McBath [D, 2019-2022]",Democrat
412770,GU,0,Not Voting,"Rep. Michael San Nicolas [D, 2019-2022]",Democrat
412771,IA,1,Aye,"Rep. Abby Finkenauer [D, 2019-2020]",Democrat
412772,IA,3,Aye,"Rep. Cynthia Axne [D, 2019-2022]",Democrat
412773,ID,1,No,"Rep. Russ Fulcher [R, 2019-2024]",Republican
412774,IL,4,Aye,"Rep. Jesús “Chuy” García [D, 2019-2024]",Democrat
412775,IL,6,Aye,"Rep. Sean Casten [D, 2019-2024]",Democrat
412776,IL,14,Aye,"Rep. Lauren Underwood [D, 2019-2024]",Democrat
412777,IN,4,Aye,"Rep. James Baird [R, 2019-2024]",Republican
412778,IN,6,Aye,"Rep. Greg Pence [R, 2019-2024]",Republican
412779,KS,2,Aye,"Rep. Steven Watkins [R, 2019-2020]",Republican
412780,KS,3,Aye,"Rep. Sharice Davids [D, 2019-2024]",Democrat
412781,MA,3,Aye,"Rep. Lori Trahan [D, 2019-2024]",Democrat
412782,MA,7,Aye,"Rep. Ayanna Pressley [D, 2019-2024]",Democrat
412783,MD,6,Aye,"Rep. David Trone [D, 2019-2024]",Democrat
412784,MI,8,Aye,"Rep. Elissa Slotkin [D, 2019-2022]",Democrat
412785,MI,9,Aye,"Rep. Andy Levin [D, 2019-2022]",Democrat
412786,MI,11,Aye,"Rep. Haley Stevens [D, 2019-2024]",Democrat
412787,MI,13,Aye,"Rep. Rashida Tlaib [D, 2019-2022]",Democrat
412788,MN,1,No,"Rep. Jim Hagedorn [R, 2019-2022]",Republican
412789,MN,2,Aye,"Rep. Angie Craig [D, 2019-2024]",Democrat
412790,MN,3,Aye,"Rep. Dean Phillips [D, 2019-2024]",Democrat
412791,MN,5,Aye,"Rep. Ilhan Omar [D, 2019-2024]",Democrat
412792,MN,8,Aye,"Rep. Pete Stauber [R, 2019-2024]",Republican
412793,MS,3,Aye,"Rep. Michael Guest [R, 2019-2024]",Republican
412794,ND,0,Aye,"Rep. Kelly Armstrong [R, 2019-2024]",Republican
412795,NH,1,Aye,"Rep. Chris Pappas [D, 2019-2024]",Democrat
412796,NJ,2,Aye,"Rep. Jefferson Van Drew [R, 2019-2024]",Democrat
412797,NJ,3,Aye,"Rep. Andy Kim [D, 2019-2024]",Democrat
412798,NJ,7,Aye,"Rep. Tom Malinowski [D, 2019-2022]",Democrat
412799,NJ,11,Aye,"Rep. Mikie Sherrill [D, 2019-2024]",Democrat
412800,NM,1,Aye,"Rep. Debra Haaland [D, 2019-2021]",Democrat
412801,NM,2,Aye,"Rep. Xochitl Torres Small [D, 2019-2020]",Democrat
412802,NV,3,Aye,"Rep. Susie Lee [D, 2019-2024]",Democrat
412803,NY,11,Aye,"Rep. Max Rose [D, 2019-2020]",Democrat
412804,NY,14,Aye,"Rep. Alexandria Ocasio-Cortez [D, 2019-2024]",Democrat
412805,NY,19,Aye,"Rep. Antonio Delgado [D, 2019-2022]",Democrat
412806,NY,22,Aye,"Rep. Anthony Brindisi [D, 2019-2020]",Democrat
412807,OH,16,Aye,"Rep. Anthony Gonzalez [R, 2019-2022]",Republican
412808,OK,5,Aye,"Rep. Kendra Horn [D, 2019-2020]",Democrat
412809,PA,4,Aye,"Rep. Madeleine Dean [D, 2019-2024]",Democrat
412810,PA,6,Aye,"Rep. Chrissy Houlahan [D, 2019-2024]",Democrat
412811,PA,9,Aye,"Rep. Daniel Meuser [R, 2019-2024]",Republican
412812,PA,13,Aye,"Rep. John Joyce [R, 2019-2024]",Republican
412813,PA,14,Aye,"Rep. Guy Reschenthaler [R, 2019-2024]",Republican
412814,SC,1,Aye,"Rep. Joe Cunningham [D, 2019-2020]",Democrat
412815,SC,4,No,"Rep. William Timmons [R, 2019-2024]",Republican
412816,SD,0,Aye,"Rep. Dusty Johnson [R, 2019-2024]",Republican
412817,TN,2,No,"Rep. Tim Burchett [R, 2019-2024]",Republican
412818,TN,6,No,"Rep. John W. Rose [R, 2019-2024]",Republican
412819,TN,7,Not Voting,"Rep. Mark E. Green [R, 2019-2024]",Republican
412820,TX,2,Aye,"Rep. Dan Crenshaw [R, 2019-2024]",Republican
412821,TX,3,No,"Rep. Van Taylor [R, 2019-2022]",Republican
412822,TX,5,No,"Rep. Lance Gooden [R, 2019-2024]",Republican
412823,TX,6,Not Voting,"Rep. Ron Wright [R, 2019-2021]",Republican
412824,TX,7,Aye,"Rep. Lizzie Fletcher [D, 2019-2024]",Democrat
412825,TX,16,Aye,"Rep. Veronica Escobar [D, 2019-2024]",Democrat
412826,TX,21,No,"Rep. Chip Roy [R, 2019-2024]",Republican
412827,TX,29,Aye,"Rep. Sylvia Garcia [D, 2019-2024]",Democrat
412828,TX,32,Aye,"Rep. Colin Allred [D, 2019-2024]",Democrat
412829,UT,4,Aye,"Rep. Ben McAdams [D, 2019-2020]",Democrat
412830,VA,2,Aye,"Rep. Elaine Luria [D, 2019-2022]",Democrat
412831,VA,5,Aye,"Rep. Denver Riggleman [R, 2019-2020]",Republican
412832,VA,6,No,"Rep. Ben Cline [R, 2019-2024]",Republican
412833,VA,7,Aye,"Rep. Abigail Spanberger [D, 2019-2024]",Democrat
412834,VA,10,Aye,"Rep. Jennifer Wexton [D, 2019-2024]",Democrat
412835,WA,8,Aye,"Rep. Kim Schrier [D, 2019-2024]",Democrat
412836,WI,1,Aye,"Rep. Bryan Steil [R, 2019-2024]",Republican
412837,WV,3,Aye,"Rep. Carol Miller [R, 2019-2022]",Republican
412842,ME,2,Aye,"Rep. Jared Golden [D, 2019-2024]",Democrat
412843,PA,12,Aye,"Rep. Fred Keller [R, 2019-2022]",Republican
